word,pinyin,derivation,常用
龙鸣狮吼,lóng míng shī hǒu,南朝·宋·刘义庆《世说新语》王子乔墓在京茂陵，国乱时，有人盗发之，都无所见，唯有一剑，县在空中，欲取之，剑便作龙鸣虎吼。,0
龙拏虎攫,lóng ná hǔ jué,清·王晫《今世说·企羡》新城王西樵阮亭，每过邮亭夜店，辄题诗壁上，诗既惊人，使笔斗大，龙拏虎攫。,0
龙拏虎跳,lóng ná hǔ tiào,俞锷《醉歌行》说霸争王各不让，龙拏虎跳旦复昏。,0
龙拏虎掷,lóng ná hǔ zhì,宋·喻汝砺《八阵图》诗笑云此公大肚皮，龙拏虎掷填胸胄。,0
龙攀凤附,lóng pān fèng fù,无,0
龙盘凤舞,lóng pán fèng wǔ,无,0
龙盘凤逸,lóng pán fèng yì,无,0
龙盘凤翥,lóng pán fèng zhù,后晋·沈昫《旧唐书·玄宗纪》初，上皇亲拜五陵，至桥陵，见金粟山有龙盘凤翥之势。,0
龙盘虎踞,lóng pán hǔ jù,汉·刘胜《文木赋》枝条摧折，既剥且刊，见其文章，或如龙盘虎踞，复似鸾集凤翔。,0
龙盘虎拏,lóng pán hǔ ná,明·何景明《古松歌》龙盘虎拏终有神，白骨苍鳞半枯死。,0
龙蟠凤逸,lóng pán fèng yì,唐·李白《与韩刑州书》所以龙蟠凤逸之士，皆欲收名定价于君侯。,0
龙蟠凤翥,lóng pán fèng zhù,宋·苏轼《水龙吟》词古来云海茫茫，道山绛阙知何处？人间自有，赤城居士，龙蟠凤翥。清净无为，坐忘遗照，八篇奇语。,0
龙蟠虎伏,lóng pán hǔ fú,无,0
龙蟠虎踞,lóng pán hǔ jù,晋·吴勃《吴录》刘备曾使诸葛亮至京，因睹秣陵山阜，叹曰‘钟山龙盘，石头虎踞，此帝王之宅。’,0
龙蟠虎绕,lóng pán hǔ rào,宋·范成大《水龙吟·寿留寺》词物外新闻，凤歌鸾翥，龙蟠虎绕。,0
龙蟠虬结,lóng pán qiú jié,无,0
龙潜凤采,lóng qián fèng cǎi,无,0
龙屈蛇伸,lóng qū shé shēn,无,0
龙去鼎湖,lóng qù dǐng hú,典出《史记·封禅书》黄帝采首山铜，铸鼎于荆山下。鼎既成，有龙垂胡涘下迎黄帝。黄帝上骑，群臣后宫从上者七十馀人，龙乃上去。馀小臣不得上，乃悉持龙涘，龙涘拔，堕，堕黄帝之弓。百姓仰望黄帝既上天，乃抱其弓与胡涘号，故后世因名其处曰鼎,0
龙蛇飞动,lóng shé fēi dòng,宋·苏轼《西江月·平山堂》词十年不见老仙翁，壁上龙蛇飞动。,0
龙蛇飞舞,lóng shé fēi wǔ,清·李汝珍《镜花缘》第八十八回闺臣听了，把神凝了一凝，只得打起精神，举起笔来，刷、刷、刷如龙蛇飞舞一般，一连写了几句。,0
龙蛇混杂,lóng shé hùn zá,《敦煌变文集·伍子胥变文》皂帛难分，龙蛇混杂。宋·释道元《景德传灯录·文殊》凡圣同居，龙蛇混杂。,0
龙伸蠖屈,lóng shēn huò qū,无,0
龙神马壮,lóng shén mǎ zhuàng,欧阳山《苦斗》四六那时候，一个个青年人都是龙神马壮，气吞牛斗，争论起世界国家大事来，都是口若悬河，当当不断，慷慨激昂，谁也不让谁。,0
龙生九种,lóng shēng jiǔ zhǒng,无,0
龙生九子,lóng shēng jiǔ zǐ,明·徐应秋《玉芝堂谈荟·龙生九子》龙生九子不成龙，各有所好。,0
龙首豕足,lóng shǒu shǐ zú,无,0
龙潭虎窟,lóng tán hǔ kū,元·王实甫《丽春堂》第三折闲对着绿树青山，消遣我烦心倦目，潜入那水国渔乡，早跳出龙潭虎窟。,0
龙潭虎穴,lóng tán hǔ xué,元·无名氏《昊天塔》第三折不甫能撞开了天关地户，跳出这龙潭虎窟。,2
龙韬豹略,lóng tāo bào lüè,明·宋濂《走笔送金贤良》诗蛋雨蛮烟十年梦，龙韬豹略一生心。,0
龙腾豹变,lóng téng bào biàn,无,0
龙腾凤集,lóng téng fèng jí,无,0
龙腾虎蹴,lóng téng hǔ cù,无,0
龙腾虎踞,lóng téng hǔ jù,晋·葛洪《抱朴子·钦士》彼虽降高抑满，以贵下贱，终亦并目以远其明，假耳以广其聪，龙腾虎踞，宜其然也。,0
龙腾虎啸,lóng téng hǔ xiào,无,0
龙腾虎跃,lóng téng hǔ yuè,唐·严从《拟三国名臣赞序》圣人受命，贤人受任，龙腾虎跃，风流云蒸，求之精微，其道莫不咸系乎天者也。,2
龙腾虎踯,lóng téng hǔ zhí,无,0
龙腾虎掷,lóng téng hǔ zhì,无,0
龙跳虎伏,lóng tiào hǔ fú,无,0
龙跳虎卧,lóng tiào hǔ wò,南朝·梁·袁昂《古今书评》萧思话书走墨连绵，字势屈强若龙跳天门，虎卧凤阁。,0
龙头锯角,lóng tóu jù jiǎo,无,0
龙头蛇尾,lóng tóu shé wěi,宋·朱熹《朱子语类》第130卷如在欧公文集序，先说得许多天来底大，恁地好了，到结束处，却只如此，盖不止龙头蛇尾矣。,0
龙威虎震,lóng wēi hǔ zhèn,无,0
龙威燕颔,lóng wēi yàn hàn,无,0
龙骧豹变,lóng xiāng bào biàn,无,0
龙骧凤矫,lóng xiāng fèng jiǎo,《宋书·武帝纪中》公龙骧凤矫咫尺八纮，括囊四海，折冲无外。,0
龙骧虎步,lóng xiāng hǔ bù,三国·魏·嵇康《卜疑》将如毛公蔺生之龙骧虎步，慕为壮士乎？《三国志·魏书·陈琳传》今将军总皇威，握兵要，龙骧虎步，高下在心。,2
龙骧虎视,lóng xiāng hǔ shì,汉·潘勗《册魏公九锡文》君龙骧虎视，旁眺八维，搑讨逆节，折冲四海。《三国志·蜀书·诸葛亮传》亮之素志，进欲龙骧虎视，苞括四海。,0
龙骧虎啸,lóng xiāng hǔ xiào,无,0
龙骧虎踤,lóng xiāng hǔ jià,无,0
龙骧蠖屈,lóng xiāng huò qū,无,0
龙骧麟振,lóng xiāng lín zhèn,麟振，语出《诗·周南·麟之趾》鳞之趾，振振公子，于嗟麟兮。毛传麟，信而应礼，以足至者也。振振，信厚也。,0
龙翔凤舞,lóng xiáng fèng wǔ,无,0
龙翔凤跃,lóng xiáng fèng yuè,无,0
龙翔凤翥,lóng xiáng fèng zhù,无,0
龙翔虎跃,lóng xiáng hǔ yuè,明·叶蕃《〈写情集〉序》其盖世之姿，雄伟之志，用天下国家之心，得不发为千汇万状之奇而龙翔虎跃也。,0
龙心凤肝,lóng xīn fèng gān,无,0
龙兴凤举,lóng xīng fèng jǔ,无,0
龙兴云属,lóng xīng yún shǔ,《易·干》云从龙，风从虎。,0
龙行虎变,lóng xíng hǔ biàn,《易·干》飞龙在天……云从龙。风从虎，圣人作而万物睹。又《革》大人虎变。孔颖达疏损益前王，创制立法，有文章之美，焕然可观，有似虎变，其文彪炳。,0
龙行虎步,lóng xíng hǔ bù,《宋书·武帝纪上》刘裕龙行虎步，视瞻不凡，恐不为人下，宜早为其所。,0
龙血凤髓,lóng xuè fèng suǐ,无,0
龙血玄黄,lóng xuě xuán huáng,《易·坤》龙战于野，其血玄黄。,0
龙言凤语,lóng yán fèng yǔ,无,0
龙颜凤姿,lóng yán fèng zī,无,0
龙阳泣鱼,lóng yáng qì yú,《战国策·魏策四》魏王与龙阳君共船而钓，龙阳君得十馀鱼而涕下。……王曰‘然则何为出涕？’曰‘臣为王之所得鱼也。’王曰‘何谓也？’对曰‘臣之始得鱼也，臣甚喜，后得又益大，今臣直欲弃臣前之所得矣。……臣亦将弃矣，臣安能无涕,0
龙吟虎啸,lóng yīn hǔ xiào,汉·张衡《归田赋》尔乃龙吟方泽，虎啸山丘。,0
龙游曲沼,long you qu zhao,无,0
龙驭上宾,lóng yù shàng bīn,《史记·封禅书》黄帝采首山铜，铸鼎于荆山下。鼎既成，有龙垂胡涘下迎黄帝。黄帝上骑，群臣后宫从上者七十馀人，龙乃上去。,0
龙御上宾,lóng yù shàng bīn,《史记·封禅书》黄帝采首山铜，铸鼎于荆山下。鼎既成，有龙垂胡涘下迎黄帝。黄帝上骑，群臣后宫从上者七十馀人，龙乃上去。,0
龙跃凤鸣,lóng yuè fèng míng,南朝·宋·刘义庆《世说新语·赏誉》君兄弟龙跃云津，顾彦先凤鸣朝阳，谓东南之宝已尽，不意复见褚生。,2
龙跃鸿矫,lóng yuè hóng jiǎo,无,0
龙跃虎踞,lóng yuè hǔ jù,无,0
龙战虎争,lóng zhàn hǔ zhēng,无,0
龙战玄黄,lóng zhàn xuán huáng,茅盾《回忆之类》不过，当那一声焦雷打到我们面前时，童稚之心也曾欢喜而鼓舞，也曾睁大了惊异的眼睛，痴望着‘龙战玄黄’的天地，好像这一切本在意中，要来的总归要来，而现在是终于来了而已。,0
龙战鱼骇,lóng zhàn yú hài,无,0
龙章凤彩,lóng zhāng fèng cǎi,无,0
龙章凤函,lóng zhāng fèng hán,无,0
龙章凤姿,lóng zhāng fèng zī,南朝·宋·刘义庆《世说新语·容止》刘孝标注康长七尺八寸，伟容色，土木形骸，不加饰厉，而龙章凤姿，天质自然。,0
龙章麟角,lóng zhāng lín jiǎo,无,0
龙章秀骨,lóng zhāng xiù gǔ,无,0
龙蛰蠖屈,lóng zhé huò qū,语出《易·系辞下》尺蠖之屈，以求信也；龙蛇之蛰，以存身也。,0
龙争虎斗,lóng zhēng hǔ dòu,汉·班固《答宾戏》分裂诸夏，龙战虎争。,2
龙争虎战,lóng zhēng hǔ zhàn,无,0
龙睁虎眼,lóng zhēng hǔ yǎn,无,0
龙姿凤采,lóng zī fèng cǎi,无,0
笼络人心,lǒng luò rén xīn,《宋史·胡安国传》自蔡京得政，士大夫无不受其笼络，超然远迹不为所污者如安国者实鲜。,0
笼鸟池鱼,lóng niǎo shi yú,无,0
笼鸟槛猿,lóng niǎo jiàn yuán,唐·白居易《山中与元九书因题书后》诗笼鸟槛猿俱未死，人间相见是何年！,0
笼中之鸟,lóng zhōng zhī niǎo,《鹖冠子·世兵》一目之罗，不可以得雀；笼中之鸟空窥不出。,0
聋者之歌,lóng zhě zhī gē,《淮南子·原道》夫内不开于中，而强学问者，不入于耳而不着于心，此何以异于聋者之歌也，效人为之而无以自乐也，声出于口则越而散矣。,0
隆刑峻法,lóng xíng jùn fǎ,无,0
陇头音信,lǒng tóu yīn xìn,元·高明《琵琶记·伯喈行路》叹路途千里，日日思亲。青梅如豆，难寄陇头音信。,0
楼船箫鼓,lou chuan xiao gu,无,0
楼阁台榭,lóu gé tái xiè,晋·葛洪《西京杂志》第四卷楼阁台榭，转相连注，山池玩好，穷尽雕丽。,0
楼阁亭台,lóu gé tíng tái,宋·周煇《清波别志》卷中煇幼年亦得一诗云‘翠微寺本翠微宫，楼阁亭台数十重。’,0
楼台亭阁,lóu tái tíng gé,清·吴趼人《二十年目睹之怪现状》第四十五回除了楼台亭阁之处，单是厅堂，就有三十八处。,0
蝼蚁贪生,lóu yǐ tān shēng,明·吴承恩《西游记》第七十六回万望大圣慈悲，可怜蝼蚁贪生之意，饶了我命，愿送你师父过山。,0
陋巷箪瓢,lòu xiàng dān piáo,《论语·雍也》子曰‘贤者回也。一箪食，一瓢饮，在陋巷，人不堪其忧，回也不改其乐。贤哉回也。’,0
漏洞百出,lòu dòng bǎi chū,鲁迅《病后杂谈之余》留心研究起来，那就漏洞百出。,0
漏脯充饥,lòu fǔ chōng jī,晋·葛洪《抱扑子·嘉遯》咀漏脯以充饥，酣鸩酒以止渴也。,0
漏尽更阑,lòu jìn gēng lán,元·高文秀《襄阳会》第一折直等的漏尽更阑，街衢静悄。,0
漏尽钟鸣,lòu jìn zhōng míng,无,0
漏尽锺鸣,lòu jìn zhōng míng,无,0
漏网之鱼,lòu wǎng zhī yú,《史记·酷吏列传序》网漏于吞舟之鱼。,0
漏泄春光,lòu xiè chūn guāng,唐·杜甫《腊日》诗侵陵雪色还萱草，漏泄春光有柳条。,0
漏泄天机,lòu xiè tiān jī,无,0
漏洩春光,lòu xiè chūn guāng,无,0
漏卮难满,lòu zhī nán mǎn,《淮南子·氾论训》今夫溜水足以溢壶榼，而江河不能实漏卮。,0
镂冰炊砾,lòu bīng chuī lì,语出宋·黄庭坚《送王郎》诗炊沙作糜终不饱，镂冰文字费工巧。,0
镂冰雕琼,lòu bīng diāo qióng,明·杨慎《升庵诗话·孙器之评诗》刘梦得如镂冰雕琼，流光自照。,0
镂冰雕朽,lòu bīng diāo xiǔ,《北史·儒林传序》镂冰雕朽，迄用无成。,0
镂冰劚雪,lòu bīng diāo xuě,无,0
镂尘吹影,lòu chén chuī yǐng,《关尹子·一宇》言之如吹影，思之如镂尘，圣智造迷，鬼神不识。,0
镂肝鉥肾,lòu gān qiā shèn,无,0
镂骨铭肌,lòu gǔ míng jī,无,0
镂骨铭心,lòu gǔ míng xīn,北齐·颜之推《颜氏家训·序政》追思平昔之指，铭肌镂骨。,0
镂金错采,lòu jīn cuò cǎi,无,0
镂金错彩,lòu jīn cuò cǎi,南朝·梁·钟嵘《诗品》卷中谢诗如芙蓉出水，颜如错彩镂金。,0
镂金铺翠,lòu jīn pù cuì,无,0
镂心刻骨,lòu xīn kè gǔ,明·许仲琳《封神演义》第九十六回妾等蒙陛下眷爱，镂心刻骨，没世难忘。,0
镂心呕血,lòu xīn ǒu xuè,无,0
镂心鉥肝,lòu xīn fèng gān,无,0
镂玉裁冰,lòu yù cái bīng,无,0
镂月裁云,lòu yuè cái yún,唐·李义府《堂堂词》镂月成歌扇，裁云作舞衣。,0
镂脂翦楮,lòu zhī jiǎn chǔ,无,0
露才扬己,lù cái yáng jǐ,汉·班固《离骚序》今若屈原，露才扬己，竞乎危国群小之间，以离谗贼。,0
露餐风宿,lù cān fēng sù,蔡东藩《清史通俗演义》第33回沿途露餐风宿，到了汛地，驻扎数月。,0
露钞雪纂,lù chāo xuě zuǎn,无,0
露胆披诚,lù dǎn pī chéng,无,0
露胆披肝,lù dǎn pī gān,无,0
露红烟绿,lù hóng yān lǜ,宋·晏幾道《泛清波摘遍》词催花雨小，著柳风柔，都似去年时侯好。露红烟绿，尽有狂情斗春早。,0
露红烟紫,lù hóng yān zǐ,无,0
露己扬才,lù jǐ yáng cái,无,0
露面抛头,lù miàn pāo tóu,明·许仲琳《封神演义》第三回倘久后此城一破，使我妻女擒往朝歌，露面抛头，尸骸残暴，惹天下诸侯笑我为无谋之辈；不若先杀其妻妇，然后自刎，庶几不失丈夫之所为。,0
露水夫妻,lù shuǐ fū qī,无,0
露宿风餐,lù sù fēng cān,宋·苏轼《将至筠先寄迟适远三犹子》诗露宿风餐六百里，明朝饮马南江水。,0
露往霜来,lù wǎng shuāng lái,无,0
露尾藏头,lù wěi cáng tóu,元·张可久《点绛唇·翻归去来辞》套曲早休官弃职，远红尘是非，省藏头露尾。,0
露影藏形,lù yǐng cáng xíng,无,0
露纂雪钞,lù zuǎn xuě chāo,无,0
庐山面目,lú shān miàn mù,清·段雪亭《遗稿例言》苟非自作聪明，即欲省其铅槧，致令庐山面目，渐失其真。,0
庐山真面,lú shān zhēn miàn,清·杨伦《序》所谓万丈光焰化作百重云雾者，自非摧陷廓清，不见庐山真面。,0
炉火纯青,lú huǒ chún qīng,唐·孙思邈《四言诗》洪炉烈火，洪焰翕赫；烟示及黔，焰不假碧。,0
卤莽灭裂,lǔ mǎng miè liè,先秦·庄周《庄子·则阳》昔予为禾，耕而卤莽之，则其实亦卤莽而报予；芸而灭裂之，其实亦灭裂而报予。,0
鲁殿灵光,lú diàn líng guāng,汉·王延寿《鲁灵光殿赋》序鲁灵光殿者，盖景帝程姬之子恭王余之所立也。……,0
鲁戈挥日,lǔ gē huī rì,无,0
鲁戈回日,lǔ gē huí rì,无,0
鲁斤燕削,lǔ jīn yàn xuē,无,0
鲁连蹈海,lǔ lián dǎo hǎi,明·许时泉《武陵春》弃礼义而尚有功，鲁连蹈海；堕名城以杀豪杰，李耳出关。,0
鲁灵光殿,lǔ líng guāng diàn,无,0
鲁莽灭裂,lǔ mǎng miè liè,《庄子·则阳》君为政焉勿卤莽，治民焉勿灭裂。,0
鲁人回日,lǔ rén huí rì,无,0
鲁卫之政,lǔ wèi zhī zhèng,语出《论语·子路》鲁卫之政，兄弟也。鲁是周朝周公的封国，卫是周公之弟康叔的封国，两国的政治情况也像兄弟一样差不多。,0
鲁阳挥戈,lǔ yáng huī gē,《淮南子·览冥训》鲁阳公与韩构难，战酣日暮，援戈而之，日为之反三舍。,0
鲁阳挥日,lǔ yáng huī rì,明·李东阳《得文敬双塔寺和章招之不至四叠韵奉答》我歌又竟君不来，欲效鲁阳挥日暮。,0
鲁阳麾戈,lǔ yáng huī gē,唐·杨炯《浑天赋》鲁阳麾戈兮转于西日，陶侃折翼兮登于上玄。,0
鲁阳回日,lǔ yáng huí rì,无,0
鲁鱼帝虎,lǔ yú dì hǔ,晋·葛洪《抱朴子》谚云‘书三写，鱼成鲁，帝成虎。’,0
鲁鱼亥豕,lǔ yú hài shǐ,晋·葛洪《抱朴子》谚云‘书三写，鱼成鲁，帝成虎。’《吕氏春秋·察传》有读史记者曰‘晋师三豕涉河。’子夏曰‘非也，是己亥也。夫己与三相近，豕与亥相似。’,0
鲁鱼陶阴,lǔ yú táo yīn,无,0
陆海潘江,lù hǎi pān jiāng,南朝·梁·钟嵘《诗品》卷上余常言‘陆才如海，潘才如江。’,0
陆离斑驳,lù lí bān bó,清·梁廷柟《曲话》第三卷不屑屑模文范义，通其义而肆言之，陆离斑驳，不可名状。,0
陆离光怪,lù lí guāng guài,清·曾朴《孽海花》第七回见船上扎着无数五色的彩球，夹着各色的鲜花，陆离光怪，纸醉金迷。,0
陆詟水栗,lù zhé shuǐ lì,无,0
鹿车共挽,lù chē gòng wǎn,《后汉书·鲍宣妻传》妻乃悉归侍御服饰，更著短布裳，与宣共挽鹿车归乡里。,0
鹿皮苍璧,lù pí cāng bì,《汉书·食货志下》上（汉武帝）与汤（张汤）既造白鹿皮币，问异（颜异）。异曰‘今王侯朝贺以仓璧，直数千，而其皮荐反四十万，本末不相称。’,0
鹿裘不完,lù qiú bù wán,《汉书·虞延传》昔晏婴辅齐，鹿裘不完。,0
鹿死谁手,lù sǐ shuí shǒu,《晋书·石勒载记下》朕若逢高皇，当北面而事之，与韩、彭鞭而争先耳；脱遇光武，当并驱于中原，未知鹿死谁手。,0
鹿驯豕暴,lù xùn shǐ bào,无,0
鹿走苏台,lù zǒu sū tái,《汉书·伍被传》臣今见麋鹿游姑苏之台也。,0
碌碌寡合,lù lù guǎ hé,清·林则徐《札各学教官严查生员有无吸烟造册互保》其系善良，只因碌碌寡合，以致结保无人。,0
碌碌无能,lù lù wú néng,《史记·平原君虞卿列传》公等録録（碌碌），所谓因人成事者也。宋·吴箕《常谈》卷八上书昭王，切而不迫；君臣纵谈，观得色变，此岂碌碌无能之人？,0
碌碌无奇,lù lù wú qí,无,0
碌碌无为,lù lù wú wéi,《史记·酷吏列传》九卿碌碌奉其官，救过不瞻，何暇论绳墨之外乎？,0
碌碌无闻,lù lù wú wén,宋·秦观《李状元墓铭》君以诸生崛兴，名动海内，其视碌碌无闻而殁者，亦可以无憾。,0
路不拾遗,lù bù shí yí,《韩非子·外储说左上》国无盗贼，道不拾遗。,0
路断人稀,lù duàn rén xī,宋·释普济《五灯会元》卷十九一向恁么去，路绝人稀。,0
路见不平,lù jiàn bù píng,明·施耐庵《水浒传》第十七回俺却路见不平，直送他到沧州，救了他一命。,0
路绝人稀,lù jué rén xī,无,0
路柳墙花,lù liǔ qiáng huā,元·王晔《水仙子·答》曲从来道水性难拿，从他赸过，由他演撒，终只是个路柳墙花。,0
路人皆知,lù rén jiē zhī,《三国志·魏书·高贵乡公传》注引《汉晋春秋》司马昭之心，路人皆知。,0
路叟之忧,lù sǒu zhī yōu,汉·刘向《说苑·敬慎》孔子行游，中路闻哭者声，其音甚悲……见之，丘吾子也，拥镰带索而哭。孔子辟车而下问曰‘夫子非有丧也，何哭之悲也？’丘吾子对曰‘吾有三失。’孔子曰‘原闻三失。’,0
路无拾遗,lù wú shí yí,《孔子家语·相鲁》孔子初仕为中都宰，中都鲁邑制为养生送死之节，长幼异食、如礼年五十异食也强弱异任、任谓力作之事各从所任不用弱也男女别涂、路无拾遗、器不雕伪，……,0
路远迢迢,lù yuǎn tiáo tiáo,鲁迅《彷徨·孤独者》十三大人从寒石山路远迢迢地上城来，问他可有存款，他一声也不响。,0
戮力齐心,lù lì qí xīn,《梁书·王僧辩传》卿志格玄穹，精贯白日，戮力齐心，芟夷逆丑。,0
戮力同心,lù lì tóng xīn,《墨子·尚贤》《汤誓》曰‘聿求元圣，与之戮力同心，以治天下。’,0
戮力一心,lù lì yī xīn,清·薛福成《筹洋刍议·边防》中国筹边之要，在中外上下戮力一心，精求自强之术而勉行之。,0
戮力壹心,lù lì yī xīn,《左传·昭公二十五年》臧昭伯率从者将盟，载书曰‘戮力壹心，好恶同之。’,0
鹭朋鸥侣,lù péng ōu lǚ,宋·方岳《送史子贯归觐且迎妇也》诗久住西湖梦亦佳，鹭朋鸥侣自烟沙。,0
鹭序鸳行,lù xù yuān xíng,无,0
鹭序鹓行,lù xù yuān xíng,无,0
鹭约鸥盟,lù yuē ōu méng,无,0
驴唇马觜,lǘ chún mǎ zī,无,0
驴唇马嘴,lǘ chún mǎ zuǐ,宋·释道原《景德传灯录·文偃禅师》若是一般掠虚汉，食人涎唾，记得一堆一担骨幢，到处逞驴唇马嘴。,0
驴鸣狗吠,lǘ míng gǒu fèi,无,0
驴鸣犬吠,lǘ míng quǎn fèi,唐·张鷟《朝野佥载》惟有韩陵山一片石堪共语，自余驴鸣狗吠，聒耳而已。,0
驴年马月,lǘ nián mǎ yuè,无,0
驴前马后,lǘ qián mǎ hòu,宋·释道元《景德传灯录》今时人例皆如此，只是认驴前马后，将为自己，佛法平沈此之是也。,0
驴心狗肺,lǘ xīn gǒu fèi,明·凌濛初《二刻拍案惊奇》何故苦苦贪私，思量独吃自疴……不知驴心狗肺怎么生的。,0
闾阎安堵,lǔ yán ān dǔ,清昭槤《啸亭杂录·朱白泉狱中上百朱二公书》额捐赀集勇，谨守疆埸，绝济匪之源，挫触藩之锐，卒能化枭为鸠，闾阎安堵。,0
闾阎扑地,lǘ yán pū dì,无,0
吕安题凤,lǚ ān tí fèng,南朝·宋·刘义庆《世说新语·简傲》嵇康与吕安善，每一相思，千里命驾。安后来，值康不在，喜出户延之，不入。题门上作‘凤’字而去。,0
吕武操莽,lǚ wǔ cāo mǎng,梁启超《复金山中华会馆书》即不爱皇，即不爱国，亦当爱身家，其忍听吕武操莽为我写卖奴契也？,0
旅进旅退,lǚ jìn lǚ tuì,《礼记·乐记》今夫古乐，进旅退旅。《国语·越语上》吾不欲匹夫之勇也，欲其旅进旅退也。,0
屡变星霜,lǚ biàn xīng shuāng,宋·柳永《玉蝴蝶》难忘文期酒会，几孤几月，屡变星霜。,0
屡次三番,lǚ cì sān fān,清·李宝嘉《官场现形记》第二十九回徐大军机本来是最恨舒军门的，屡次三番请上头拿他正法。无奈上头天恩高厚，不肯轻易加罪大臣。,0
屡见不鲜,lǚ jiàn bù xiān,《史记·郦生陆贾列传》一岁中往来过他客，率不过再三过，数见不鲜，天久慁公为也。,0
屡教不改,lǚ jiàn bù gǎi,毛泽东《论十大关系》犯错误的人，出岔子极少数坚持错误、屡教不改的以外，大多数是可以改正的。,0
屡试不爽,lǚ shì bù shuǎng,清·蒲松龄《聊斋志异·冷生》言未已，驴已蹶然伏道上，屡试不爽。,0
屡试屡验,lǚ shì lǚ yàn,明·冯梦龙《醒世恒言》第四卷我祖上传得个落花返枝的法术，屡试屡验。,0
屡战屡败,lǚ zhàn lǜ bài,《晋书·桓温传》殷浩至洛阳修复园陵，经涉数年，屡战屡败，器械都尽。,0
履薄临深,lǚ bó lín shēn,《诗·小雅·小昮》战战兢兢，如临深渊，如履薄冰。,0
履穿踵决,lǚ chuān zhǒng jué,《庄子·让王》捉襟而肘见，纳履而踵决。,0
履机乘变,lǚ jī chéng biàn,无,0
履仁蹈义,lǚ rén dǎo yì,无,0
履霜坚冰,lǚ shuāng jiān bīng,《易·坤》履霜坚冰至。,0
履霜之戒,lǚ shuāng zhī jiè,《易·坤》履霜坚冰至。,0
履霜知冰,lǚ shuāng zhī bīng,无,0
履丝曳缟,lǚ sī yè gǎo,无,0
履汤蹈火,lǚ tāng dǎo huǒ,无,0
履舄交错,lǚ xì jiāo cuò,《史记·滑稽列传》男女同席，履舄交错，杯盘狼藉，堂上烛灭。,0
履险蹈危,lǚ xiǎn dǎo wēi,无,0
履险如夷,lǚ xiǎn rú yí,汉·刘协《喻郭汜诏》今得东移，望远若近，视险如夷。《晋书·姚苌载记》董率大众，履险若夷，上下咸允，人尽死力。,0
履险若夷,lǚ xiǎn ruò yí,《晋书·姚苌载记》董率大众，履险若夷，上下咸允，人尽死力。,0
履信思顺,lǚ xìn sī shùn,无,0
履盈蹈满,lǚ yíng dǎo mǎn,无,0
履足差肩,lǚ zú chà jiān,无,0
虑周藻密,lǜ zhōu zǎo mì,白寿彝总主编《中国通史》(第十三册)第二节元诗矫宋流弊，而失于多学晚唐，……然其佳者则婉转惆怅，附物切情，工整而流逸，清新而秀丽，虑周藻密而不涉于粗疏，意深韵远而不失之径直。,0
率尔操觚,shuài ér cāo gū,晋·陆机《文赋》或操觚以率尔，或含毫而邈然。,0
率尔成章,shuài ěr chéng zhāng,宋·王谠《唐语林·文学》诗云‘书后欲题三百颗，洞庭须待满林霜。’后人多说率尔成章，不知江左尝有人于纸尾寄洞庭霜三百颗。,0
率马以骥,shuài mǎ yǐ jì,汉朝扬雄《法言·修身》或曰‘治己以仲尼，仲尼奚寡也？’曰‘率马以骥，不亦可乎？’,0
率兽食人,shuài shòu shí rén,《孟子·梁惠王上》庖有肥肉，厩有肥马，民有饥色，野有饿莩，是率兽而食人也。,0
率土归心,shuài tǔ guī xīn,《北齐书·文宣帝纪》故百僚师师，朝无秕政，网疏泽洽，率土归心。,0
率土同庆,shuài tǔ tóng qìng,唐·白居易《贺上尊号后大赦天下表》臣某言伏奉七月十三日制书，大赦天下，跪捧宣布，蹈舞欢呼，自天降休，率土同庆。,0
率土宅心,shuài tǔ zhái xīn,"《晋书·后妃传下》领司徒蔡谟等上奏曰‘嗣皇诞哲岐嶷, 继承天统，率土宅心，兆庶蒙赖。’南朝·梁武帝《立晋安王纲为皇太子诏》威惠外宣，德行内敏，群后归美，率土宅心，可立纲为皇太子。"
率土之滨,shuài tǔ zhī bīn,《诗经·小雅·北山》普天之下，莫非王土，率土之滨，莫非王臣。宋·王禹偁《谢历日表》臣闻天道无私，所以运行寒暑，圣人有作，所以恭授民时，聿令率土之滨，共乐同文之化。,0
率以为常,shuài yǐ wéi cháng,"《北齐书·司马子如传》及其当还, 高祖及武明后俱有赉遗，率以为常。宋·文天祥《与朱太博埴》骑马囊饭，朝往夕还，率以为常，而山外事一毫不接耳目矣。"
率由旧则,shuài yóu jiù zé,《三国志·魏书·任城陈萧王传》万邦既化，率由旧则。,0
率由旧章,shuài yóu jiù zhāng,《诗经·大雅·假乐》不愆不忘，率由旧章。,0
绿暗红稀,lǜ àn hóng xī,元·郑光祖《倩女离魂》第三折如今春光将尽，绿暗红稀，将近四月也。,0
绿鬓红颜,lǜ bìn hóng yán,清·洪楝园《后南柯·檀谋》霎时绿鬓红颜都成孤寡，并不劳挨门搜括。,0
绿鬓朱颜,lǜ bìn zhū yán,宋·晏殊《少年游》词绿鬓朱颜，道家装束，长似少年时。,0
绿惨红愁,lǜ cǎn hóng chóu,宋·罗烨《醉翁谈录·小说开辟》讲鬼怪令羽士心寒胆战；论闺怨遗佳人绿惨红愁。,0
绿惨红销,lǜ cǎn hóng xiāo,明·汤显祖《紫钗记·醉侠闲评》心憔，难听他绿惨红销。,0
